Time (s),Waist Acceleration,Chest Acceleration,Left Ankle Acceleration,right Ankle Acceleration,EMG_magnitude_left,EMG_magnitude_right,left wrist Acceleration,right wrist Acceleration,left wrist electrodermal,right wrist electrodermal,left wrist Temperature,right wrist Temperature,VO2,Breath Frequency,Minute Ventilation,SpO2,Heart Rate,Energy expenditures (W/kg) ,Activity Code
365.0078122,9.871141046,9.870626059,9.773508256,9.714183941,0.102332704,0.084208694,9.647810266,9.647810266,0.537494101,0.24039466,31.75773992,31.40068687,4.499210355,5,7,99,61,4.125352763,3
366.0078122,9.871762962,9.871202381,9.778057046,9.716219637,0.102595646,0.083472687,9.654103483,9.654103483,0.537596327,0.240448577,31.75303835,31.39888701,4.499210355,5,7,99,61,4.125352763,3
367.0078122,9.872195168,9.872168381,9.798569126,9.728654693,0.106043581,0.088824217,9.674581816,9.674581816,0.537693843,0.240495519,31.74852592,31.39719676,4.499210355,5,7,99,61,4.125352763,3
368.0078122,9.873532252,9.875781272,9.862644102,9.777503019,0.114201657,0.103709708,9.716909324,9.716909324,0.537795168,0.240542796,31.74416506,31.39561575,4.499210355,5,7,99,61,4.125352763,3
369.0078122,9.87780725,9.887165365,10.0160481,9.91163115,0.127820983,0.128518182,9.779166906,9.779166906,0.53788947,0.24059107,31.74002069,31.39414307,10.71817711,7,13,98,80,4.125352763,3
370.0078122,9.885898253,9.912429134,10.3073549,10.18196868,0.146576135,0.15984935,9.849821684,9.849821684,0.537987886,0.240636352,31.73606297,31.3928667,10.71817711,7,13,98,80,4.125352763,3
371.0078122,9.896832085,9.955785192,10.74971213,10.60735524,0.169094739,0.192178727,9.91559451,9.91559451,0.53807885,0.240676642,31.73235769,31.39177642,10.71817711,7,13,98,80,4.125352763,3
372.0078122,9.909588195,10.0185568,11.29550676,11.16711788,0.193386582,0.220898727,9.969719647,9.969719647,0.538165163,0.240725367,31.72882899,31.39071918,10.71817711,7,13,98,80,4.125352763,3
373.0078122,9.922859658,10.09716303,11.87111571,11.81075184,0.217130338,0.243951722,10.01444427,10.01444427,0.538252181,0.240758895,31.72531573,31.38978746,10.71817711,7,13,98,80,4.125352763,3
374.0078122,9.933590287,10.1779336,12.41104321,12.45507134,0.238133791,0.26162824,10.05724889,10.05724889,0.538331503,0.240801869,31.7218444,31.38891476,10.71817711,7,13,98,80,4.125352763,3
