Time (s),Waist Acceleration,Chest Acceleration,Left Ankle Acceleration,right Ankle Acceleration,EMG_magnitude_left,EMG_magnitude_right,left wrist Acceleration,right wrist Acceleration,left wrist electrodermal,right wrist electrodermal,left wrist Temperature,right wrist Temperature,VO2,Breath Frequency,Minute Ventilation,SpO2,Heart Rate,Energy expenditures (W/kg) ,Activity Code
360.0078122,9.879748263,9.924616461,10.47426513,10.63342574,0.233261061,0.24115743,9.751172705,9.751172705,0.70148458,0.441037979,34.62395637,35.39663393,10.39249136,23,14,99,106,2.046239046,1
361.0078122,9.888101844,9.945783405,10.82079004,10.99541209,0.258013526,0.26204534,9.771756593,9.771756593,0.711533731,0.451029937,34.62430555,35.39695855,10.39249136,23,14,99,106,2.046239046,1
362.0078122,9.894368436,9.966519113,11.13917056,11.31467791,0.273601189,0.274247647,9.781254687,9.781254687,0.721615024,0.461214105,34.62463863,35.39713407,10.45769556,23,14,99,106,2.046239046,1
363.0078122,9.896666823,9.983913909,11.40236425,11.53005042,0.280458567,0.278219215,9.782750613,9.782750613,0.731783753,0.471732675,34.62505132,35.39720292,10.45769556,23,14,99,106,2.046239046,1
364.0078122,9.896382712,9.995480936,11.58417103,11.63928396,0.281481581,0.276215075,9.78297775,9.78297775,0.742117663,0.482640581,34.62546271,35.39718122,10.45769556,23,14,99,106,2.046239046,1
365.0078122,9.896411108,10.00100306,11.65396452,11.67597622,0.279760799,0.271198853,9.783258591,9.783258591,0.752287298,0.493655369,34.62575419,35.39705996,10.5826467,23,15,99,106,2.046239046,1
366.0078122,9.897415472,10.00250966,11.61154588,11.67309531,0.277746307,0.266179019,9.78020521,9.78020521,0.762318995,0.504716285,34.62605779,35.39677307,10.5826467,23,15,99,106,2.046239046,1
367.0078122,9.898436508,10.00208354,11.51570653,11.65829593,0.27736209,0.263508495,9.77240773,9.77240773,0.772188421,0.515844369,34.62655369,35.39633471,10.5826467,23,15,99,106,2.046239046,1
368.0078122,9.899216527,10.00027455,11.44445448,11.65006318,0.27959455,0.264005001,9.761508611,9.761508611,0.781895853,0.52701725,34.6269348,35.39576002,10.75706222,23,15,99,106,2.046239046,1
369.0078122,9.899537745,9.997541561,11.42458585,11.6381836,0.283712192,0.266656766,9.751043919,9.751043919,0.791420368,0.538181485,34.62726291,35.39497005,10.75706222,23,15,99,106,2.046239046,1
370.0078122,9.898625831,9.996158626,11.43001661,11.59635323,0.287541611,0.269474742,9.74566392,9.74566392,0.800727006,0.549295951,34.62762649,35.39400417,10.75706222,23,15,99,106,2.046239046,1
371.0078122,9.896772224,9.998083304,11.43524831,11.52853166,0.28904066,0.270881938,9.74671032,9.74671032,0.809793536,0.560350779,34.62801172,35.39304359,10.75706222,23,15,99,106,2.046239046,1
372.0078122,9.895339581,10.00221297,11.4402341,11.47462043,0.287706157,0.270514211,9.750652451,9.750652451,0.818620267,0.571328467,34.62833674,35.39188946,10.96700347,23,15,99,106,2.046239046,1
373.0078122,9.894967985,10.00626778,11.45547979,11.45743984,0.284625689,0.268997027,9.75428429,9.75428429,0.827170432,0.582227307,34.62871547,35.39062817,10.96700347,23,15,99,106,2.046239046,1
374.0078122,9.895294099,10.00928921,11.48171806,11.4546286,0.2815847,0.267253106,9.757541765,9.757541765,0.835421107,0.593024687,34.62908362,35.38924846,11.19641134,23,15,99,106,2.046239046,1
375.0078122,9.895656565,10.01057868,11.50111463,11.44271279,0.280165153,0.265997291,9.76096478,9.76096478,0.843338777,0.603662753,34.62950121,35.3878174,11.19641134,23,15,99,106,2.046239046,1
376.0078122,9.895835823,10.00877801,11.4881572,11.44296566,0.281198808,0.265588696,9.764025637,9.764025637,0.850968487,0.614165879,34.62979875,35.38619367,11.19641134,23,15,99,106,2.046239046,1
377.0078122,9.896368231,10.00353354,11.43773153,11.4924825,0.284464057,0.266019223,9.766179219,9.766179219,0.858315961,0.624503366,34.6301011,35.38461044,11.42879157,23,16,99,106,2.046239046,1
378.0078122,9.897993713,9.997130896,11.38318166,11.58565745,0.288756158,0.266978236,9.767157271,9.767157271,0.86534333,0.634638776,34.63044999,35.38290169,11.42879157,23,16,99,106,2.046239046,1
379.0078122,9.900948152,9.99347092,11.37366086,11.67439335,0.292545686,0.268106582,9.765958571,9.765958571,0.872043461,0.64459722,34.63075622,35.38111463,11.64882633,23,16,99,106,2.046239046,1
380.0078122,9.904488642,9.994862021,11.42487638,11.7160949,0.294805457,0.269275851,9.762261316,9.762261316,0.878390011,0.654314049,34.63114394,35.37926785,11.64882633,23,16,99,106,2.046239046,1
381.0078122,9.907240613,10.00010991,11.49916319,11.70151591,0.295175058,0.270480524,9.759023761,9.759023761,0.884386318,0.663803412,34.63154879,35.37734697,11.84371772,23,16,99,106,2.046239046,1
382.0078122,9.908119627,10.00652608,11.54166905,11.64843842,0.293466821,0.271365243,9.759696566,9.759696566,0.890074476,0.67305304,34.6319482,35.37534871,11.84371772,23,16,99,106,2.046239046,1
383.0078122,9.906870754,10.01252814,11.52846958,11.58128255,0.28950426,0.271061814,9.763023633,9.763023633,0.895463764,0.68206674,34.63238299,35.37325292,12.00412566,23,17,99,106,2.046239046,1
384.0078122,9.903947241,10.01641078,11.46927873,11.51257074,0.283698826,0.268817722,9.765342915,9.765342915,0.90054664,0.690821516,34.63289426,35.37104023,12.00412566,23,17,99,106,2.046239046,1
385.0078122,9.900309475,10.01623065,11.38248622,11.44198435,0.277408988,0.264877954,9.766183551,9.766183551,0.905334792,0.69931706,34.63342216,35.36884176,12.00412566,23,17,99,106,2.046239046,1
